n_years,mean_ratio_om_ss3,min_ratio_om_ss3,max_ratio_om_ss3,mean_diff_percent,mean_abs_percent_diff,cor_residuals_om_ss3,mean_abs_residual_difference
36,0.9591967984405396,0.9247895065494913,0.979893048372626,-4.080320155946035,4.080320155946035,0.9989116417863411,0.041741843950170124
