n_years,mean_resid,sd_resid,sigmaR_used,sigmaR_source,skewness,kurtosis,q01,q05,q10,median,q90,q95,q99,min_resid,max_resid,prop_inside_sigmaR_95,prop_below_sigmaR_95,prop_above_sigmaR_95
36,-1.0011221295316539e-5,0.2799708215697645,0.33,SS3,-0.4081621850480441,3.066482765150795,-0.6929429578547059,-0.3711026888307156,-0.28034889332159096,-0.01096481254979853,0.3728864336971487,0.39056172733541494,0.41232264696915766,-0.8091945367789481,0.4200790263151237,0.9722222222222222,0.027777777777777776,0
